Nucleophile,Catalyst,Base,Conversion
NC(OC(C)(C)C)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.006500000000000001
NC(C1=CC=CC=C1)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CN1CCCN2C1=NCCC2,0.013000000000000001
CC(N)CCC1=CC=CC=C1,CC(C1=CC=CC2=C1O3)(C)C4=C3C([P+]([Pd-2]5([P+](C6=CC=CC=C6)2C7=CC=CC=C7)C8=C(C=CC=C8)C9=C(C=CC=C9)[NH2+]5)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C4.[Cl-],CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
NC1=CC=CC=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0085
NC(CC1=CC=CC=C1)=N,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
C12=CC=CC=C1NN=C2,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
C12=CC=CC=C1NN=C2,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,N1(CCCCC2)C2=NCCC1,0.0
O=C(CC(OCC)=O)OCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
SC1=CC=CC=C1,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
NC(C=C1)=NC=C1C2=CC=CC=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0958
C1(PC2=CC=CC=C2)=CC=CC=C1,CC(C1=CC=CC2=C1O3)(C)C4=C3C([P+]([Pd-2]5([P+](C6=CC=CC=C6)2C7=CC=CC=C7)C8=C(C=CC=C8)C9=C(C=CC=C9)[NH2+]5)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C4.[Cl-],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
CC(N)CCC1=CC=CC=C1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
CC(C(C)(C)O1)(C)OB1C(C=N2)=CN2CC3=CC=CC=C3.O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.0886
CC(C(C)(C)O1)(C)OB1C(C=N2)=CN2CC3=CC=CC=C3.O,Cl[Pd-2]1([P+](C2=CC=CC=C2C3=C(OC(C)C)C=CC=C3OC(C)C)(C4CCCCC4)C5CCCCC5)C6=C(C=CC=C6)C7=C(C=CC=C7)[NH2+]1,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.1076
NC(C=C1)=NC=C1C2=CC=CC=C2,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0018
CC(C(C)(C)O1)(C)OB1C(C=N2)=CN2CC3=CC=CC=C3.O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,N1(CCCCC2)C2=NCCC1,0.1001
NC(C1=CC=CC=C1)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN1CCCN2C1=NCCC2,0.14029999999999998
NC(OC(C)(C)C)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.0692
O=C(CC(OCC)=O)OCC,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CN1CCCN2C1=NCCC2,0.0
CCCCC1=CC=C(C#C)C=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,N1(CCCCC2)C2=NCCC1,0.0073
CC(N)CCC1=CC=CC=C1,Cl[Pd-2]1([P+](C2=CC=CC=C2C3=C(OC(C)C)C=CC=C3OC(C)C)(C4CCCCC4)C5CCCCC5)C6=C(C=CC=C6)C7=C(C=CC=C7)[NH2+]1,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
NC1=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.1444
SC1=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
CC(N)CCC1=CC=CC=C1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
NS(C1=CC=CC=C1)(=O)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(C)/C(N(C)C)=N\C(C)(C)C,0.051699999999999996
NC(C=C1)=NC=C1C2=CC=CC=C2,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
NC1=CC=CC=C1,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
CCCCC1=CC=C(C#C)C=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CN1CCCN2C1=NCCC2,0.20679999999999998
CC(N)CCC1=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,N1(CCCCC2)C2=NCCC1,0.0
NC1=CC=CC=C1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN1CCCN2C1=NCCC2,0.0069
C1(PC2=CC=CC=C2)=CC=CC=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
NS(C1=CC=CC=C1)(=O)=O,CC(C1=CC=CC2=C1O3)(C)C4=C3C([P+]([Pd-2]5([P+](C6=CC=CC=C6)2C7=CC=CC=C7)C8=C(C=CC=C8)C9=C(C=CC=C9)[NH2+]5)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C4.[Cl-],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
CC(N)CCC1=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0029
NS(C1=CC=CC=C1)(=O)=O,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
NS(C1=CC=CC=C1)(=O)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,N1(CCCCC2)C2=NCCC1,0.0
NC(C=C1)=NC=C1C2=CC=CC=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.034
NC1=CC=CC=C1,Cl[Pd-2]1([P+](C2=CC=CC=C2C3=C(OC(C)C)C=CC=C3OC(C)C)(C4CCCCC4)C5CCCCC5)C6=C(C=CC=C6)C7=C(C=CC=C7)[NH2+]1,CN1CCCN2C1=NCCC2,0.0025
O=C(OCC)/C=C/C1=CC=CC=C1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
OCCCC1=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0742
OC1=CC=CC=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
NC(CC1=CC=CC=C1)=N,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0027
CC(N)CCC1=CC=CC=C1,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.004
CCCCC1=CC=C(C#C)C=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(C)/C(N(C)C)=N\C(C)(C)C,0.1779
NC(C1=CC=CC=C1)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.12689999999999999
CC(N)CCC1=CC=CC=C1,Cl[Pd-2]1([P+](C2=CC=CC=C2C3=C(OC(C)C)C=CC=C3OC(C)C)(C4CCCCC4)C5CCCCC5)C6=C(C=CC=C6)C7=C(C=CC=C7)[NH2+]1,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0013
OCCCC1=CC=CC=C1,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
NC(C=C1)=NC=C1C2=CC=CC=C2,CC(C1=CC=CC2=C1O3)(C)C4=C3C([P+]([Pd-2]5([P+](C6=CC=CC=C6)2C7=CC=CC=C7)C8=C(C=CC=C8)C9=C(C=CC=C9)[NH2+]5)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C4.[Cl-],CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.006
O=C(OCC)/C=C/C1=CC=CC=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
NC1=CC=CC=C1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],CN1CCCN2C1=NCCC2,0.0055000000000000005
NS(C1=CC=CC=C1)(=O)=O,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
C12=CC=CC=C1NN=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0236
NC(OC(C)(C)C)=O,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
NC(C=C1)=NC=C1C2=CC=CC=C2,CC(C1=CC=CC2=C1O3)(C)C4=C3C([P+]([Pd-2]5([P+](C6=CC=CC=C6)2C7=CC=CC=C7)C8=C(C=CC=C8)C9=C(C=CC=C9)[NH2+]5)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C4.[Cl-],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0076
OC1=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN1CCCN2C1=NCCC2,0.0
C1(PC2=CC=CC=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
NS(C1=CC=CC=C1)(=O)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0922
NC(C1=CC=CC=C1)=O,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
C12=CC=CC=C1NN=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0003
CCCCC1=CC=C(C#C)C=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,CN1CCCN2C1=NCCC2,0.0405
NC(C=C1)=NC=C1C2=CC=CC=C2,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0014000000000000002
NC(CC1=CC=CC=C1)=N,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
C1(PC2=CC=CC=C2)=CC=CC=C1,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],CN1CCCN2C1=NCCC2,0.0
CC(N)CCC1=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.0187
CCCCC1=CC=C(C#C)C=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CN1CCCN2C1=NCCC2,0.0034999999999999996
O=C(CC(OCC)=O)OCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0473
NC(CC1=CC=CC=C1)=N,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.0
CCCCC1=CC=C(C#C)C=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.1686
